# catalog_taxonomy.tsv - machine taxonomy of all closed symmetry groups, N = 3..14
# (6112 entries: 3+8+11+27+36+90+131+282+394+948+1316+2866). Produced by code/classify_catalog.cpp
# (N=14 rows from the orbit-partition decomposition catalogue materials/14Spins.txt,
#  which uses the IR canonical representative; see code/catalog_format.cpp).
#
# id      = N/o<order>.<index>; <index> is the 1-based line position inside the
#           "--- order K ---" section of the anchor catalogue file:
#             N = 8        -> materials/8Spins.txt
#             N = 11..13   -> materials/11Spins.txt, 12Spins.txt, 13Spins.txt
#             other N      -> materials/<N>Spins_generated.txt
#           NOTE: regenerating a catalogue may permute lines inside a section
#           (parallel enumeration), so the committed files are the ID anchors.
# order   = |Aut| (recomputed independently; matches every section header)
# twins   = magnetic composite sizes n_g (identical rows off the mutual edge)
# gq      = |Gamma_q| = |Aut| / prod(n_g!)  (residual factor group order)
# orbits  = vertex orbit sizes under the full Aut
# fixedpt = y: has a fixed vertex (entry inherited from level N-1 by the tower
#           theorem); n: fixed-point-free (essentially new at this N).
#           Counts of 'n' per N reproduce f(N): 1,5,3,16,9,54,41,151,112,554,368,1550.
# cyclic  = y iff an element of order |Aut| exists
# maxelt  = maximal element order in Aut
# abelian, ambivalent = y/n, computed when |Aut| <= 2000, else '-'
#           (ambivalent: every element conjugate to its inverse <=> all
#            characters real <=> X-approximation blocks combine pairwise)
id	order	twins	gq	orbits	fixedpt	cyclic	maxelt	abelian	ambivalent
14/o144.52	144	1,1,1,1,1,1,1,1,1,1,1,1,1,1	144	12+2	n	n	6	n	y
14/o144.53	144	1,1,1,1,1,1,1,1,1,1,1,1,1,1	144	12+2	n	n	6	n	y
14/o144.54	144	1,1,1,1,1,1,1,1,1,1,1,1,1,1	144	6+6+1+1	y	n	6	n	y
14/o144.55	144	1,1,1,1,1,1,1,1,1,1,1,1,1,1	144	12+1+1	y	n	6	n	y
14/o144.56	144	3,3,1,1,1,1,1,1,1,1	4	6+4+2+2	n	n	6	n	y
14/o144.57	144	3,3,1,1,1,1,1,1,1,1	4	6+4+2+2	n	n	6	n	y
14/o144.58	144	3,3,1,1,1,1,1,1,1,1	4	6+4+2+2	n	n	6	n	y
14/o144.59	144	3,3,1,1,1,1,1,1,1,1	4	4+4+3+3	n	n	6	n	y
14/o144.60	144	3,3,1,1,1,1,1,1,1,1	4	6+4+4	n	n	6	n	y
14/o144.61	144	3,3,1,1,1,1,1,1,1,1	4	6+2+2+2+2	n	n	6	n	y
14/o144.62	144	4,1,1,1,1,1,1,1,1,1,1	6	6+4+2+2	n	n	12	n	y
14/o144.63	144	3,3,1,1,1,1,1,1,1,1	4	4+3+3+2+2	n	n	6	n	y
14/o144.64	144	3,3,1,1,1,1,1,1,1,1	4	6+4+2+2	n	n	6	n	y
14/o144.65	144	3,3,2,1,1,1,1,1,1	2	3+3+2+2+2+2	n	n	6	n	y
14/o144.66	144	3,3,2,1,1,1,1,1,1	2	6+2+2+2+2	n	n	6	n	y
14/o144.67	144	3,3,1,1,1,1,1,1,1,1	4	6+2+2+2+2	n	n	6	n	y
14/o144.68	144	1,1,1,1,1,1,1,1,1,1,1,1,1,1	144	8+6	n	n	12	n	y
14/o144.69	144	2,1,1,1,1,1,1,1,1,1,1,1,1	72	9+2+1+1+1	y	n	6	n	y
14/o144.70	144	3,2,1,1,1,1,1,1,1,1,1	12	6+3+2+1+1+1	y	n	6	n	y
14/o144.71	144	3,3,1,1,1,1,1,1,1,1	4	4+3+3+1+1+1+1	y	n	6	n	y
14/o144.72	144	4,1,1,1,1,1,1,1,1,1,1	6	6+4+1+1+1+1	y	n	12	n	y
14/o144.73	144	3,3,2,2,1,1,1,1	1	3+3+2+2+1+1+1+1	y	n	6	n	y
14/o144.74	144	3,3,2,1,1,1,1,1,1	2	6+2+1+1+1+1+1+1	y	n	6	n	y
14/o144.75	144	4,3,1,1,1,1,1,1,1	1	4+3+1+1+1+1+1+1+1	y	n	12	n	y
14/o160.1	160	1,1,1,1,1,1,1,1,1,1,1,1,1,1	160	8+5+1	y	n	40	n	y
14/o160.2	160	1,1,1,1,1,1,1,1,1,1,1,1,1,1	160	8+5+1	y	n	20	n	y
14/o160.3	160	1,1,1,1,1,1,1,1,1,1,1,1,1,1	160	5+4+4+1	y	n	10	n	y
14/o160.4	160	2,2,1,1,1,1,1,1,1,1,1,1	40	5+4+4+1	y	n	20	n	y
14/o160.5	160	2,2,1,1,1,1,1,1,1,1,1,1	40	5+4+2+2+1	y	n	10	n	y
14/o160.6	160	2,2,2,1,1,1,1,1,1,1,1	20	5+4+2+2+1	y	n	20	n	y
14/o160.7	160	2,2,2,2,1,1,1,1,1,1	10	5+2+2+2+2+1	y	n	10	n	y
14/o160.8	160	2,2,1,1,1,1,1,1,1,1,1,1	40	5+4+2+2+1	y	n	20	n	y
14/o160.9	160	2,2,1,1,1,1,1,1,1,1,1,1	40	10+4	n	n	20	n	n
14/o160.10	160	2,2,1,1,1,1,1,1,1,1,1,1	40	10+4	n	n	20	n	y
14/o160.11	160	2,2,2,1,1,1,1,1,1,1,1	20	5+4+2+1+1+1	y	n	20	n	y
14/o168.1	168	1,1,1,1,1,1,1,1,1,1,1,1,1,1	168	7+7	n	n	7	n	n
14/o168.2	168	1,1,1,1,1,1,1,1,1,1,1,1,1,1	168	7+6+1	y	n	42	n	y
14/o168.3	168	3,2,1,1,1,1,1,1,1,1,1	14	7+3+2+1+1	y	n	42	n	y
14/o168.4	168	3,1,1,1,1,1,1,1,1,1,1,1	28	7+3+2+2	n	n	42	n	y
14/o180.1	180	3,1,1,1,1,1,1,1,1,1,1,1	30	5+3+3+3	n	n	30	n	n
14/o180.2	180	1,1,1,1,1,1,1,1,1,1,1,1,1,1	180	9+5	n	n	15	n	y
14/o180.3	180	1,1,1,1,1,1,1,1,1,1,1,1,1,1	180	9+5	n	n	45	n	y
14/o192.1	192	2,1,1,1,1,1,1,1,1,1,1,1,1	96	4+4+4+2	n	n	6	n	y
14/o192.2	192	2,2,2,1,1,1,1,1,1,1,1	24	4+4+2+2+2	n	n	6	n	y
14/o192.3	192	2,2,1,1,1,1,1,1,1,1,1,1	48	4+4+4+2	n	n	12	n	y
14/o192.4	192	2,2,2,2,1,1,1,1,1,1	12	4+4+3+3	n	n	12	n	y
14/o192.5	192	2,2,2,2,1,1,1,1,1,1	12	8+3+3	n	n	12	n	n
14/o192.6	192	2,2,2,2,1,1,1,1,1,1	12	4+4+3+3	n	n	12	n	n
14/o192.7	192	1,1,1,1,1,1,1,1,1,1,1,1,1,1	192	8+3+3	n	n	12	n	y
14/o192.8	192	2,2,1,1,1,1,1,1,1,1,1,1	48	4+4+3+3	n	n	12	n	y
14/o192.9	192	2,2,2,2,1,1,1,1,1,1	12	4+3+3+2+2	n	n	12	n	y
14/o192.10	192	2,2,1,1,1,1,1,1,1,1,1,1	48	4+4+4+1+1	y	n	12	n	y
14/o192.11	192	2,2,2,2,2,1,1,1,1	6	6+4+3+1	y	n	12	n	n
14/o192.12	192	2,2,2,1,1,1,1,1,1,1,1	24	6+4+3+1	y	n	6	n	y
14/o192.13	192	2,2,2,2,2,1,1,1,1	6	6+3+2+2+1	y	n	6	n	y
14/o192.14	192	2,2,2,2,2,2,1,1	3	6+6+1+1	y	n	6	n	n
14/o192.15	192	3,2,2,2,2,1,1,1	2	4+4+3+1+1+1	y	n	12	n	y
14/o192.16	192	4,1,1,1,1,1,1,1,1,1,1	8	4+4+4+1+1	y	n	12	n	y
14/o192.17	192	4,1,1,1,1,1,1,1,1,1,1	8	4+4+4+1+1	y	n	12	n	y
14/o192.18	192	1,1,1,1,1,1,1,1,1,1,1,1,1,1	192	8+6	n	n	12	n	y
14/o192.19	192	3,2,2,2,1,1,1,1,1	4	4+4+3+2+1	y	n	12	n	y
14/o192.20	192	4,1,1,1,1,1,1,1,1,1,1	8	4+4+4+1+1	y	n	6	n	y
14/o192.21	192	2,2,2,2,1,1,1,1,1,1	12	6+4+4	n	n	12	n	n
14/o192.22	192	2,2,1,1,1,1,1,1,1,1,1,1	48	6+4+4	n	n	12	n	y
14/o192.23	192	2,2,2,2,1,1,1,1,1,1	12	6+4+4	n	n	12	n	y
14/o192.24	192	2,2,2,2,1,1,1,1,1,1	12	6+4+4	n	n	12	n	y
14/o192.25	192	2,2,2,2,1,1,1,1,1,1	12	6+6+2	n	n	6	n	y
14/o192.26	192	1,1,1,1,1,1,1,1,1,1,1,1,1,1	192	8+6	n	n	24	n	y
14/o192.27	192	2,2,2,2,1,1,1,1,1,1	12	8+6	n	n	12	n	n
14/o192.28	192	3,2,1,1,1,1,1,1,1,1,1	16	8+3+2+1	y	n	24	n	y
14/o192.29	192	3,2,1,1,1,1,1,1,1,1,1	16	8+3+2+1	y	n	12	n	y
14/o192.30	192	3,2,1,1,1,1,1,1,1,1,1	16	4+4+3+2+1	y	n	6	n	y
14/o192.31	192	3,2,2,1,1,1,1,1,1,1	8	4+4+3+2+1	y	n	12	n	y
14/o192.32	192	3,2,2,2,1,1,1,1,1	4	4+3+2+2+2+1	y	n	6	n	y
14/o192.33	192	3,2,2,2,2,2,1	1	3+2+2+2+2+2+1	y	n	6	n	y
14/o192.34	192	3,2,2,2,2,1,1,1	2	4+3+2+2+2+1	y	n	12	n	y
14/o192.35	192	4,2,1,1,1,1,1,1,1,1	4	4+4+2+2+1+1	y	n	6	n	y
14/o192.36	192	4,2,2,1,1,1,1,1,1	2	4+4+2+1+1+1+1	y	n	12	n	y
14/o192.37	192	2,2,2,1,1,1,1,1,1,1,1	24	6+4+2+1+1	y	n	6	n	y
14/o192.38	192	4,1,1,1,1,1,1,1,1,1,1	8	4+4+2+2+1+1	y	n	6	n	y
14/o192.39	192	2,2,2,2,1,1,1,1,1,1	12	6+2+2+2+1+1	y	n	6	n	y
14/o192.40	192	4,2,2,1,1,1,1,1,1	2	4+2+2+2+2+1+1	y	n	6	n	y
14/o192.41	192	3,1,1,1,1,1,1,1,1,1,1,1	32	8+3+2+1	y	n	12	n	y
14/o192.42	192	3,2,2,2,2,1,1,1	2	4+4+3+2+1	y	n	12	n	y
14/o192.43	192	3,2,2,1,1,1,1,1,1,1	8	4+4+3+2+1	y	n	12	n	y
14/o192.44	192	3,2,2,2,1,1,1,1,1	4	4+3+2+2+2+1	y	n	12	n	y
14/o192.45	192	4,2,2,1,1,1,1,1,1	2	4+4+2+2+1+1	y	n	12	n	y
14/o192.46	192	2,2,1,1,1,1,1,1,1,1,1,1	48	6+4+4	n	n	12	n	y
14/o192.47	192	4,2,1,1,1,1,1,1,1,1	4	4+4+4+2	n	n	12	n	n
14/o192.48	192	4,1,1,1,1,1,1,1,1,1,1	8	4+4+4+2	n	n	12	n	y
14/o192.49	192	4,1,1,1,1,1,1,1,1,1,1	8	4+4+4+2	n	n	12	n	y
14/o192.50	192	2,2,2,1,1,1,1,1,1,1,1	24	6+4+4	n	n	12	n	n
14/o192.51	192	1,1,1,1,1,1,1,1,1,1,1,1,1,1	192	8+4+2	n	n	6	n	y
14/o192.52	192	2,1,1,1,1,1,1,1,1,1,1,1,1	96	12+2	n	n	6	n	y
14/o192.53	192	2,2,2,2,1,1,1,1,1,1	12	6+4+2+2	n	n	12	n	y
14/o192.54	192	2,2,2,2,1,1,1,1,1,1	12	6+4+2+2	n	n	12	n	y
14/o192.55	192	2,2,2,1,1,1,1,1,1,1,1	24	6+4+2+2	n	n	12	n	y
14/o192.56	192	2,2,1,1,1,1,1,1,1,1,1,1	48	6+4+2+2	n	n	6	n	y
14/o192.57	192	2,2,2,2,1,1,1,1,1,1	12	6+2+2+2+2	n	n	6	n	y
14/o192.58	192	2,2,1,1,1,1,1,1,1,1,1,1	48	8+2+2+2	n	n	6	n	y
14/o192.59	192	4,2,1,1,1,1,1,1,1,1	4	4+4+2+2+2	n	n	6	n	y
14/o192.60	192	4,1,1,1,1,1,1,1,1,1,1	8	4+4+2+2+2	n	n	6	n	y
14/o192.61	192	2,2,2,1,1,1,1,1,1,1,1	24	6+2+2+2+2	n	n	6	n	y
14/o192.62	192	4,2,1,1,1,1,1,1,1,1	4	4+2+2+2+2+2	n	n	6	n	y
14/o192.63	192	2,2,2,1,1,1,1,1,1,1,1	24	6+4+2+2	n	n	12	n	y
14/o192.64	192	2,2,2,1,1,1,1,1,1,1,1	24	6+4+2+2	n	n	6	n	y
14/o192.65	192	2,2,1,1,1,1,1,1,1,1,1,1	48	8+4+1+1	y	n	12	n	y
14/o192.66	192	4,1,1,1,1,1,1,1,1,1,1	8	8+4+2	n	n	12	n	y
14/o192.67	192	4,1,1,1,1,1,1,1,1,1,1	8	8+4+2	n	n	12	n	y
14/o192.68	192	4,1,1,1,1,1,1,1,1,1,1	8	8+4+2	n	n	6	n	y
14/o192.69	192	1,1,1,1,1,1,1,1,1,1,1,1,1,1	192	8+4+1+1	y	n	6	n	y
14/o192.70	192	4,1,1,1,1,1,1,1,1,1,1	8	8+4+1+1	y	n	12	n	y
14/o192.71	192	4,1,1,1,1,1,1,1,1,1,1	8	8+4+1+1	y	n	6	n	y
14/o192.72	192	2,2,1,1,1,1,1,1,1,1,1,1	48	8+4+2	n	n	12	n	y
14/o192.73	192	1,1,1,1,1,1,1,1,1,1,1,1,1,1	192	8+4+2	n	n	6	n	y
14/o192.74	192	4,1,1,1,1,1,1,1,1,1,1	8	4+4+4+2	n	n	6	n	y
14/o192.75	192	1,1,1,1,1,1,1,1,1,1,1,1,1,1	192	8+6	n	n	12	n	y
14/o192.76	192	2,2,2,1,1,1,1,1,1,1,1	24	6+4+2+1+1	y	n	12	n	y
14/o192.77	192	2,2,1,1,1,1,1,1,1,1,1,1	48	8+2+2+1+1	y	n	6	n	y
14/o192.78	192	1,1,1,1,1,1,1,1,1,1,1,1,1,1	192	8+6	n	n	12	n	y
14/o192.79	192	2,2,1,1,1,1,1,1,1,1,1,1	48	6+4+4	n	n	12	n	y
14/o192.80	192	2,2,1,1,1,1,1,1,1,1,1,1	48	6+4+4	n	n	12	n	y
14/o192.81	192	1,1,1,1,1,1,1,1,1,1,1,1,1,1	192	6+4+4	n	n	6	n	y
14/o192.82	192	2,1,1,1,1,1,1,1,1,1,1,1,1	96	8+4+2	n	n	6	n	y
14/o192.83	192	4,2,1,1,1,1,1,1,1,1	4	4+4+4+2	n	n	6	n	y
14/o192.84	192	4,1,1,1,1,1,1,1,1,1,1	8	4+4+4+2	n	n	6	n	y
14/o192.85	192	2,2,1,1,1,1,1,1,1,1,1,1	48	6+4+4	n	n	12	n	y
14/o192.86	192	2,2,2,1,1,1,1,1,1,1,1	24	6+4+4	n	n	6	n	y
14/o192.87	192	2,2,1,1,1,1,1,1,1,1,1,1	48	6+4+2+2	n	n	12	n	y
14/o192.88	192	2,1,1,1,1,1,1,1,1,1,1,1,1	96	8+2+2+2	n	n	6	n	y
14/o192.89	192	4,2,1,1,1,1,1,1,1,1	4	4+4+2+2+2	n	n	6	n	y
14/o192.90	192	2,2,2,1,1,1,1,1,1,1,1	24	6+4+2+2	n	n	6	n	y
14/o192.91	192	4,1,1,1,1,1,1,1,1,1,1	8	4+4+2+2+2	n	n	6	n	y
14/o192.92	192	2,2,2,2,1,1,1,1,1,1	12	6+2+2+2+2	n	n	6	n	y
14/o192.93	192	4,2,2,1,1,1,1,1,1	2	4+2+2+2+2+2	n	n	6	n	y
14/o192.94	192	4,2,2,1,1,1,1,1,1	2	4+4+2+2+2	n	n	12	n	y
14/o192.95	192	3,1,1,1,1,1,1,1,1,1,1,1	32	8+3+1+1+1	y	n	12	n	y
14/o192.96	192	3,2,2,1,1,1,1,1,1,1	8	4+4+3+1+1+1	y	n	12	n	y
14/o192.97	192	3,2,2,2,2,1,1,1	2	4+3+2+2+1+1+1	y	n	12	n	y
14/o192.98	192	2,2,2,1,1,1,1,1,1,1,1	24	6+4+1+1+1+1	y	n	6	n	y
14/o192.99	192	4,2,1,1,1,1,1,1,1,1	4	4+4+2+1+1+1+1	y	n	6	n	y
14/o192.100	192	2,2,2,2,2,1,1,1,1	6	6+2+2+1+1+1+1	y	n	6	n	y
14/o192.101	192	4,2,2,2,1,1,1,1	1	4+2+2+2+1+1+1+1	y	n	6	n	y
14/o192.102	192	4,2,2,1,1,1,1,1,1	2	4+4+1+1+1+1+1+1	y	n	12	n	y
14/o196.1	196	1,1,1,1,1,1,1,1,1,1,1,1,1,1	196	7+7	n	n	14	n	y
14/o200.1	200	1,1,1,1,1,1,1,1,1,1,1,1,1,1	200	10+2+1+1	y	n	10	n	y
14/o200.2	200	2,1,1,1,1,1,1,1,1,1,1,1,1	100	5+5+2+1+1	y	n	10	n	y
14/o200.3	200	1,1,1,1,1,1,1,1,1,1,1,1,1,1	200	5+5+2+2	n	n	10	n	y
14/o200.4	200	1,1,1,1,1,1,1,1,1,1,1,1,1,1	200	10+2+2	n	n	10	n	y
14/o200.5	200	1,1,1,1,1,1,1,1,1,1,1,1,1,1	200	10+1+1+1+1	y	n	10	n	y
14/o216.1	216	3,3,2,1,1,1,1,1,1	3	3+3+3+3+2	n	n	6	n	n
14/o216.2	216	3,3,1,1,1,1,1,1,1,1	6	3+3+3+3+1+1	y	n	6	n	y
14/o216.3	216	3,3,1,1,1,1,1,1,1,1	6	6+3+3+1+1	y	n	12	n	n
14/o216.4	216	3,3,1,1,1,1,1,1,1,1	6	6+6+1+1	y	n	6	n	n
14/o216.5	216	3,2,1,1,1,1,1,1,1,1,1	18	9+3+2	n	n	6	n	y
14/o216.6	216	3,3,1,1,1,1,1,1,1,1	6	6+3+3+2	n	n	12	n	n
14/o216.7	216	3,3,1,1,1,1,1,1,1,1	6	6+3+3+2	n	n	6	n	y
14/o216.8	216	3,2,1,1,1,1,1,1,1,1,1	18	9+3+2	n	n	18	n	y
14/o216.9	216	3,3,1,1,1,1,1,1,1,1	6	6+6+2	n	n	6	n	n
14/o216.10	216	3,1,1,1,1,1,1,1,1,1,1,1	36	9+3+1+1	y	n	6	n	y
14/o216.11	216	3,3,1,1,1,1,1,1,1,1	6	6+3+3+1+1	y	n	6	n	y
14/o216.12	216	3,3,3,1,1,1,1,1	1	3+3+3+1+1+1+1+1	y	n	6	n	y
14/o224.1	224	2,2,2,1,1,1,1,1,1,1,1	28	7+4+2+1	y	n	28	n	y
14/o240.1	240	1,1,1,1,1,1,1,1,1,1,1,1,1,1	240	5+5+2+2	n	n	10	n	y
14/o240.2	240	2,2,2,1,1,1,1,1,1,1,1	30	6+5+3	n	n	30	n	n
14/o240.3	240	2,1,1,1,1,1,1,1,1,1,1,1,1	120	5+5+2+1+1	y	n	10	n	y
14/o240.4	240	1,1,1,1,1,1,1,1,1,1,1,1,1,1	240	5+4+4+1	y	n	20	n	y
14/o240.5	240	4,1,1,1,1,1,1,1,1,1,1	10	5+5+4	n	n	20	n	y
14/o240.6	240	2,1,1,1,1,1,1,1,1,1,1,1,1	120	6+5+2+1	y	n	30	n	y
14/o240.7	240	5,1,1,1,1,1,1,1,1,1	2	5+2+2+1+1+1+1+1	y	n	10	n	y
14/o240.8	240	1,1,1,1,1,1,1,1,1,1,1,1,1,1	240	10+2+1+1	y	n	10	n	y
14/o240.9	240	5,1,1,1,1,1,1,1,1,1	2	5+2+2+2+1+1+1	y	n	10	n	y
14/o240.10	240	5,1,1,1,1,1,1,1,1,1	2	5+2+2+2+2+1	y	n	10	n	y
14/o240.11	240	2,1,1,1,1,1,1,1,1,1,1,1,1	120	12+2	n	n	10	n	y
14/o240.12	240	3,1,1,1,1,1,1,1,1,1,1,1	40	5+4+3+1+1	y	n	30	n	y
14/o240.13	240	3,1,1,1,1,1,1,1,1,1,1,1	40	5+4+3+2	n	n	30	n	y
14/o240.14	240	2,1,1,1,1,1,1,1,1,1,1,1,1	120	10+2+1+1	y	n	10	n	y
14/o240.15	240	3,2,2,1,1,1,1,1,1,1	10	5+3+2+2+1+1	y	n	30	n	y
14/o240.16	240	1,1,1,1,1,1,1,1,1,1,1,1,1,1	240	10+2+2	n	n	10	n	y
14/o240.17	240	3,2,1,1,1,1,1,1,1,1,1	20	5+3+2+2+2	n	n	30	n	y
14/o240.18	240	1,1,1,1,1,1,1,1,1,1,1,1,1,1	240	10+2+2	n	n	10	n	y
14/o240.19	240	4,1,1,1,1,1,1,1,1,1,1	10	10+4	n	n	20	n	y
14/o240.20	240	1,1,1,1,1,1,1,1,1,1,1,1,1,1	240	10+1+1+1+1	y	n	10	n	y
14/o240.21	240	4,1,1,1,1,1,1,1,1,1,1	10	5+4+1+1+1+1+1	y	n	20	n	y
14/o240.22	240	5,2,1,1,1,1,1,1,1	1	5+2+1+1+1+1+1+1+1	y	n	10	n	y
14/o256.1	256	2,2,2,2,2,2,1,1	4	4+4+4+1+1	y	n	4	n	y
14/o256.2	256	2,2,2,2,2,2,1,1	4	8+4+1+1	y	n	4	n	y
14/o256.3	256	2,2,2,2,1,1,1,1,1,1	16	8+4+1+1	y	n	8	n	y
14/o256.4	256	2,2,2,2,2,1,1,1,1	8	4+4+4+2	n	n	4	n	y
14/o256.5	256	2,2,2,2,2,2,2	2	4+4+2+2+2	n	n	4	n	y
14/o256.6	256	2,2,2,1,1,1,1,1,1,1,1	32	8+4+2	n	n	4	n	y
14/o256.7	256	2,2,2,2,2,2,2	2	4+4+4+2	n	n	4	n	y
14/o256.8	256	2,2,2,2,1,1,1,1,1,1	16	8+2+2+1+1	y	n	8	n	y
14/o256.9	256	2,2,2,2,2,1,1,1,1	8	8+2+2+1+1	y	n	8	n	y
14/o256.10	256	2,2,2,2,2,1,1,1,1	8	8+4+2	n	n	8	n	y
14/o256.11	256	2,2,2,2,2,1,1,1,1	8	8+4+2	n	n	8	n	y
14/o256.12	256	2,2,2,2,2,2,1,1	4	4+4+4+2	n	n	4	n	y
14/o256.13	256	2,2,2,1,1,1,1,1,1,1,1	32	8+4+2	n	n	8	n	y
14/o256.14	256	2,2,2,2,1,1,1,1,1,1	16	8+4+2	n	n	4	n	y
14/o256.15	256	2,2,2,1,1,1,1,1,1,1,1	32	8+4+2	n	n	4	n	y
14/o256.16	256	2,1,1,1,1,1,1,1,1,1,1,1,1	128	8+4+2	n	n	4	n	y
14/o256.17	256	2,2,1,1,1,1,1,1,1,1,1,1	64	8+4+2	n	n	4	n	y
14/o256.18	256	2,2,2,1,1,1,1,1,1,1,1	32	4+4+4+2	n	n	4	n	y
14/o256.19	256	2,2,2,2,1,1,1,1,1,1	16	4+4+4+2	n	n	4	n	y
14/o256.20	256	2,2,2,1,1,1,1,1,1,1,1	32	8+2+2+2	n	n	4	n	y
14/o256.21	256	2,2,2,2,2,1,1,1,1	8	4+4+2+2+2	n	n	4	n	y
14/o256.22	256	2,2,2,2,2,2,2	2	4+2+2+2+2+2	n	n	4	n	y
14/o256.23	256	2,2,2,2,2,2,1,1	4	4+4+2+2+2	n	n	4	n	y
14/o256.24	256	2,2,2,2,1,1,1,1,1,1	16	8+2+2+2	n	n	8	n	y
14/o256.25	256	2,2,2,2,2,2,1,1	4	8+2+2+2	n	n	4	n	y
14/o256.26	256	2,2,2,2,2,2,1,1	4	8+4+2	n	n	4	n	y
14/o256.27	256	2,2,2,2,1,1,1,1,1,1	16	8+4+1+1	y	n	4	n	y
14/o256.28	256	2,2,2,2,1,1,1,1,1,1	16	8+4+2	n	n	4	n	y
14/o256.29	256	2,2,2,2,2,2,1,1	4	8+4+2	n	n	4	n	y
14/o256.30	256	2,2,1,1,1,1,1,1,1,1,1,1	64	8+4+1+1	y	n	4	n	y
14/o256.31	256	2,2,1,1,1,1,1,1,1,1,1,1	64	8+4+2	n	n	4	n	y
14/o256.32	256	2,2,2,2,1,1,1,1,1,1	16	4+4+4+1+1	y	n	4	n	y
14/o256.33	256	2,2,2,2,2,2,1,1	4	4+4+4+2	n	n	4	n	y
14/o256.34	256	2,2,2,2,1,1,1,1,1,1	16	4+4+4+2	n	n	4	n	y
14/o256.35	256	2,2,2,2,1,1,1,1,1,1	16	8+4+2	n	n	8	n	y
14/o256.36	256	2,2,2,2,2,2,1,1	4	8+2+2+1+1	y	n	4	n	y
14/o256.37	256	2,2,2,2,2,2,1,1	4	4+4+2+2+1+1	y	n	4	n	y
14/o256.38	256	2,2,2,2,2,1,1,1,1	8	4+4+4+2	n	n	4	n	y
14/o256.39	256	2,2,2,2,1,1,1,1,1,1	16	8+4+2	n	n	8	n	y
14/o256.40	256	2,2,2,2,2,1,1,1,1	8	8+4+2	n	n	4	n	y
14/o256.41	256	2,2,2,2,2,1,1,1,1	8	8+2+2+2	n	n	4	n	y
14/o256.42	256	2,2,2,2,1,1,1,1,1,1	16	8+2+2+2	n	n	8	n	y
14/o256.43	256	2,2,2,2,2,1,1,1,1	8	4+4+2+2+2	n	n	4	n	y
14/o256.44	256	2,2,2,2,2,1,1,1,1	8	8+2+2+2	n	n	8	n	y
14/o256.45	256	2,2,2,2,2,1,1,1,1	8	8+2+1+1+1+1	y	n	8	n	y
14/o280.1	280	2,1,1,1,1,1,1,1,1,1,1,1,1	140	7+5+2	n	n	70	n	y
14/o288.1	288	1,1,1,1,1,1,1,1,1,1,1,1,1,1	288	6+4+4	n	n	12	n	y
14/o288.2	288	4,1,1,1,1,1,1,1,1,1,1	12	4+4+3+3	n	n	12	n	n
14/o288.3	288	3,2,2,2,2,1,1,1	3	6+3+3+2	n	n	6	n	n
14/o288.4	288	4,2,2,1,1,1,1,1,1	3	4+3+3+2+2	n	n	12	n	n
14/o288.5	288	4,1,1,1,1,1,1,1,1,1,1	12	4+3+3+2+2	n	n	12	n	y
14/o288.6	288	2,2,2,2,1,1,1,1,1,1	18	6+3+3+2	n	n	12	n	n
14/o288.7	288	1,1,1,1,1,1,1,1,1,1,1,1,1,1	288	8+3+3	n	n	12	n	y
14/o288.8	288	3,2,1,1,1,1,1,1,1,1,1	24	4+4+3+2+1	y	n	12	n	y
14/o288.9	288	3,2,2,1,1,1,1,1,1,1	12	4+3+3+3+1	y	n	12	n	y
14/o288.10	288	3,2,2,2,1,1,1,1,1	6	6+3+3+1+1	y	n	12	n	y
14/o288.11	288	4,2,1,1,1,1,1,1,1,1	6	4+3+3+2+1+1	y	n	12	n	y
14/o288.12	288	2,2,2,1,1,1,1,1,1,1,1	36	6+3+3+1+1	y	n	12	n	y
14/o288.13	288	4,1,1,1,1,1,1,1,1,1,1	12	6+4+3+1	y	n	12	n	y
14/o288.14	288	3,3,2,2,1,1,1,1	2	6+4+1+1+1+1	y	n	12	n	y
14/o288.15	288	3,2,2,1,1,1,1,1,1,1	12	6+4+3+1	y	n	12	n	y
14/o288.16	288	2,2,1,1,1,1,1,1,1,1,1,1	72	9+4+1	y	n	12	n	y
14/o288.17	288	3,2,2,1,1,1,1,1,1,1	12	6+4+3+1	y	n	12	n	y
14/o288.18	288	1,1,1,1,1,1,1,1,1,1,1,1,1,1	288	9+4+1	y	n	6	n	y
14/o288.19	288	3,1,1,1,1,1,1,1,1,1,1,1	48	6+4+3+1	y	n	6	n	y
14/o288.20	288	3,3,2,1,1,1,1,1,1	4	6+4+2+1+1	y	n	6	n	y
14/o288.21	288	3,3,1,1,1,1,1,1,1,1	8	6+4+4	n	n	12	n	y
14/o288.22	288	3,3,1,1,1,1,1,1,1,1	8	6+4+4	n	n	12	n	y
14/o288.23	288	3,1,1,1,1,1,1,1,1,1,1,1	48	8+3+2+1	y	n	12	n	y
14/o288.24	288	2,2,1,1,1,1,1,1,1,1,1,1	72	9+2+2+1	y	n	6	n	y
14/o288.25	288	3,2,2,1,1,1,1,1,1,1	12	6+3+2+2+1	y	n	6	n	y
14/o288.26	288	3,3,1,1,1,1,1,1,1,1	8	6+4+2+1+1	y	n	6	n	y
14/o288.27	288	3,3,2,2,1,1,1,1	2	6+2+2+2+1+1	y	n	6	n	y
